Id;Description;Metier_Reel;Metier_Predit;Pred_Correct
3958; she has published extensively on teaching methodology on literature and film and organized several workshops on language performance and effective teaching activities;19;19;1
3964; he has a master of fine art degree in graphic design with an emphasis on interactivity from the university of minnesota his research considers how interactive design and digital media can facilitate individual expression and community involvement he has exhibited published and presented research in the fields of graphic design art instructional design interaction design and creativityas an artist and designer robert is interested in creating compelling experiences for people through interactive computermediated communication his work explores the context of the computer interface as an environment for emotional and cognitive engagement the purpose of this exploration is to help people experience the exhilaration that can result from creative participation;19;19;1
3971; he received a phd degree from the computer sciences department of purdue university in may 2000 he is a senior member of ieee member of the acm aaai and the upsilon pi epsilon honorary society his research interests include autonomous agents grid computing and wireless networking;19;19;1
3974; he completed his fellowship at the hospital of the university of pennsylvania dr kumars special interests include endobronchial ultrasonography and lung cancer abstract;19;19;1
3983; she has over 30 years of clinical experience in pediatrics with a focus in early intervention levinson teaches several courses in the core pt curriculum including physical therapists as learners and teachers motor development through the lifespan pediatrics and clinical care plan interprofessional course she received the thomas jefferson deans faculty achievement award 2008 she is director of camp susquehanna lancaster pa and executive director and cofounder of camp sababa israel camps for children with burns she received her phd from walden university in clinical child development ms advanced degree in pediatric physical therapy drexel university and a ms degree drexel university in marriage and family therapy laura lee swisher pt mdiv phd;19;19;1
3984; she is currently writing the sex wars pole dancing porn and other things that freak people out  read more at httpshiratarrantcom pages previous page;19;6;0
3987; his current research interests include how parkinsons disease affects the brain how the brain processes pain signals and how the nervous system reacts to nerve injury dr chudler creates neuroscience curricula and provides information to teachers and students grades k12 who want to learn more about the nervous system he also created the neuroscience for kids website funded by the nih dr chudler received his ms and phd degrees from the department of psychology at the university of washington and received his postdoctoral training from the nih he was also an instructor in the department of neurosurgery at the massachusetts general hospital in boston;19;19;1
4002; coreys research and teaching areas include the political geography of europe and eurasia borders and border security natural resources and energy geopolitics and germany in 201112 he was the joachim herz fellow at the transatlantic academy in the german marshall fund of the united states in washington dc where he worked on an international collaborative report entitled the global resource nexus the struggles for land energy food water and minerals originally from emporia kansas corey holds a phd in geography from the university of oregon and a ba in geography honors and german from the university of kansas;19;19;1
4019; he researches and lectures in comparative near eastern literature the history of near eastern religion prophetic literature and the application of social scientific insights on ancient cultures;19;19;1
4041; his areas of special interest include educational linguistics literacy and technology literacy education he is the editor of informationcommunication technology and literacy an international experience centre for the greek language thessaloniki 2001;19;19;1
4056; he is also an investigator and director of therapeutic endoscopy at huntsman cancer institutehis interests focus on pancreatobiliary disease disorders of the pancreas gallbladder and bile ducts and therapeutic endoscopy which is a procedure using a lighted flexible instrument or endoscope to reach areas of the body that require treatment dr adler is also interested in gastrointestinal gi cancer and endoscopic therapy for gi cancer patientslocations;19;19;1
4062; more about ken koskohe holds endorsements and authorizations in school psychology elementary education intellectual disabilities learning disabilities special educator reading and supervision during his 38 years at wou he has taught many of the special education courses and worked directly with disability services ken has traveled throughout oregon offering training to educators and state agency staff including professors at the major universities regarding issues of accommodationsmodifications for adhd and learning disabled students;19;3;0
4063; his research interrogates the role of nationalism to shape language learningteaching practices at all levels his primary method is ethnographic critical discourse analysis of formal language classroom settings he owes much gratitude to steven randall university of arizona and to the linguist list editorial team for their comments on earlier drafts of this review ;19;19;1
4105; thomas in st paul mn usa camille george has two bachelors degrees one in liberal arts from the university of chicago and one in fluids engineering from the university of illinois at chicago a ms and a phd in mechanical engineering from the university of illinois at chicago and the university of minnesota respectively currently she is interested in global sustainability and engineering for the developing world dr george has worked on projects in the caribbean and in west africa her projects combine her expertise in thermodynamics and heat transfer with the preservation of food the cooling of space in hot dry climates and empowering womens cooperatives to better manage their natural resources;19;19;1
4106; prior to joining sssb tamar avnet has been an assistant professor of marketing at rotman business school at the university of toronto she taught at the mba program at rotman business school as well as at columbia business school she is also the department chair of marketing at sssb prof avnet has a bachelor degree in economics and master of science from the institute of technology technion in israel and a phd in marketing from columbia business school she has held a visiting professorship at new york university;19;19;1
4107; his research is in the area of microelectromechanical systems mems with applications in optics fluidics and biomems his current work involves the development of new mems deformable mirrors for future large telescopes and the application of adaptive optics for biological imaging httpcfaomsoeucscedu prior to joining the university of california at santa cruz in 2005 he was an area manager with the wilson center for research and technology and a member of technical staff in the webster research center in rochester new york 19872005 prior to xerox he was at the bell telephone laboratories in murray hill new jersey working in the area of scanning tunneling microscopy 19851987 he received his phd in applied physics from cornell university in 1985 and his ba in physics from uc berkeley in 1980;19;19;1
4109; her research interests include the ohio farm fatality database in ohio ffido that tracks all agricultural fatal incidents in ohio she has published articles in journals like the american society of agricultural and biological engineers national institute for farm safety cases in public health communication and marketing to name a few dr dee jepsen went to the ohio state university and graduated with her phd in human and community resources development and a minor in public health she is a member of the national safety council national institute for farm safety american society of agricultural and biological engineers and american society of safety engineers to name a few home;19;19;1
4118; prior to joining the faculty of rutgers farmbry taught at the university of texas at san antonio in san antonio texas san diego state university in san diego california and grand valley state university in grand rapids michigan he has also served as a visiting lecturer at the university of gdansk in gdansk poland benxi university in benxi china and for the municipality of orastie romania;19;19;1
4129; he joined the university in 2005 after several years of postdoctoral research at the queensland museum in brisbane australia and the smithsonian marine station in fort pierce florida his research is focused on the anatomy ecology and evolution of the minor aschelminth phyla his longterm goals are to attract more students to the study of aschelminth biology and raise awareness about the roles of these minor taxa in ecology and evolution dr hochberg teaches courses in invertebrate zoology introductory and advanced marine biology and related courses he is also a research associate with the smithsonian national museum of natural history;19;19;1
4133; she received her bds degree from dy patil dental college and hospital mumbai university india in 1998 she did a residency in esthetic dentistry fellowship at tufts university school of dental medicine in 2001 she received her dmd degree from tufts university school of dental medicine boston usa in 2007 dr sharma has been a clinical instructor at the undergraduate clinic at tufts dr sharma has been a principal and coinvestigator in several studies at tufts university she has published and given lectures on restorative dentistry;19;16;0
4136; while at depaul he has received multiple awards for teaching excellence he teaches primarily in the fields of individual and business taxation and tax policy he also teaches in the mst program where he focuses on the taxation of property transactions;19;19;1
4156; he is an international trade specialist trained at harvard university ba and the university of california  berkeley jd a former head of division at the international chamber of commerce icc headquarters in paris he has published two books and numerous articles on international trade topics and has lectured in 35 countries;19;19;1
4157; dr graham has over 35 years experience in clinical research and educational positions she has been an advanced practice nurse for over 30 years from clinical nurse specialist to adult nurse practitioner she has taught in both private and state universities her research interests are behavioral health diabetes and infectious diseases she has also worked as an independent statistical consultant;19;14;0
4188; her research considers circulation new and old in relation to commodities islam gender translocalism and recently visual culture in senegal and north america she is presently completing work on a book manuscript tentatively titled prophets and profits gender and islam in global senegal which relates the global circuits of senegalese muslims in urban dakar rural tubambacke and the north american cities of new york and chicago to the politics of social production in senegal 2007231;19;19;1
4217; he obtained his be at the cooper union 1998 and both his ms 1999 and phd 2002 from cornell university all in electrical engineering his research interests are in the design and performance analysis of protocols for wireless networks particularly sensor networks he received the nsf career award in 2004 and held the philip and cayley macdonald early career endowed chair at usc from 20052008 he has received best papers awards at ipsn 2004 and mswim 2006 he serves as an editor for several journals including the ieee transactions on mobile computing and the acm transactions on sensor networks and will serve as tpc chair for dcoss 2009 and tpc vice chair for ieee secon 2009 he is the author of a book titled networking wireless sensors published by cambridge university press;19;19;1
4218; his key area of interest is venetian renaissance art particularly the works of giorgione his ongoing research into historical and sacred themes influencing artists in the renaissance can be read at giorgione et al and its parent site tempesta news;19;19;1
4227; she teaches classes on early american history and the civil war and reconstruction as well as methodological classes on historical writing and digital history she has also taught at the university of virginia the university of north carolina at greensboro wake forest university and duke university her book claiming the union published by cambridge university press in 2014 examines citizenship in the postcivil war south she is currently working on two book manuscripts one on the dakota war and one on civilians in central virginia during the civil war she is active in graduate education previously serving as the director of graduate programs and currently as a mentor for ma and phd students and as a member of the administrative board of the graduate school she received her phd in history from the university of virginia;19;19;1
4230; she has received with the american evaluation associations marcia guttentag promising new evaluator award and served as program chair for aeas collaborative participatory and empowerment evaluation topical interest group she is the author of;19;19;1
4253; he also is director of the ucla cell and gene therapy core facility and assistant director for clinical programs in the ucla human gene medicine program the largest gene medicine program in the world his research is aimed at understanding how the immune system can be effectively used to treat cancer with a focus on malignant melanoma this work spans from laboratory research to patients including preclinical and clinical development of ctla4 blocking monoclonal antibodies dendritic cell vaccines genetically engineered antitumor lymphocytes and the use of targeted small molecule inhibitors to pharmacologically sensitize cancer cells to immunotherapy;19;11;0
4263; his writing examines a wide range of topics in literature social movements and popular culture using interdisciplinary methods his essay on lorraine hansberry and sexuality in the civil rights movement is collected in growing up postmodern 2002 and he has recently published essays on booker t washington william jennings bryan and clarence major current writing projects include a fulllength manuscript on the black arts movement and a biographical essay on the blues and soul musician etta james david is also the executive producer of a program series on the history of jazz blues soul and reggae music jazz blues and beyond the program will be broadcast during fall 2006 on 897 fm wuec in eau claire david is also a professional musician his site wwwambluescom provides information about his live performances and sound recordings;19;19;1
4264; he is editorinchief of wwwpublichealthpostorg an online forum for public health policy launched in november 2016 his forthcoming book  exchange politics opposing obamacare in battleground states oxford university press  examines how states made decisions around what type of health insurance exchange to establish as part of the affordable care acts implementation he is working on a new book using photovoice to examine the social determinants of health in the mississippi delta retracing robert kennedys steps in the region he has been awarded auphas john d thompson prize for young investigators academyhealths outstanding dissertation award and the bu school of public health excellence in teaching award;19;19;1
4266; he received his phd from the university of wisconsin  madison dr jones has published articles on jean genet and jean cocteau and is currently at work on a book which will examine the writings and political activities of gay writers in france during world war ii;19;19;1
4270; she is also a faculty affiliate in brockas social justice  equity studies graduate program the editor of the brock review  and part of the organizing committee for greenscapes a biennial conference on the cultural history of gardens held at brock university she is the author of manufacturing national park nature photography ecology and the wilderness industry of jasper national park 2010 kirsty robertson is a professor of contemporary art and museum studies at the university of western ontario she has published widely in her two major areas of research globalization creative industries and activism and the study of wearable technologies immersive environments and the potential overlaps between textiles and technologies she is completing her manuscript tear gas epiphanies new economies of protest vision and culture in canada ;19;19;1
4276; she is a certified six sigma master black belt and lean sensei having the opportunity to work with healthcare organizations nationwide to implement lean and six sigma programs dr novicoffs primary research interests are health services research outcomes evaluations hospitalhealth system data quality and integrity and performance improvement;19;19;1
4281; he was born and reared in rhode island he served in the usnavy and taught high school mathematics before attending graduate school he earned an ms in mathematics at the university of rhode island and then a phd in mathematics at temple university he has been at the university of the virgin islands since 1994 a number theorist his research interests are integer sequences and arithmetic functions ;19;19;1
4293; previously he was the 201112 microsoft research fellow at the berkeley center for law and technology at uc berkeley school of law and the 201011 postdoctoral fellow in law economics and technology at the university of michigan law school professor mattiolis main field of interest is intellectual propertyspecifically the changing nature of patenting and knowledge sharing professor mattiolis publications presentations and teaching information can be found on this page and he can be reached by email ;19;19;1
4297; he is a boardcertified ophthalmologist and specializes in refractive surgery lasik cornea and external diseases of the eye and anterior segment surgery dr bower is a retired army colonel medical corps from 2001 to 2010 he was the director of refractive surgery at walter reed army medical center and served as the armys refractive surgery subject matter expert advising the army surgeon general on laser refractive surgery and managing the armys warfighter refractive eye surgery program;19;8;0
4305; in 2009 she received the canadian psychological association counselling psychology section distinguished member award and in 2008 received the canadian counselling association professional contribution award she has written and presented papers internationally in the areas of career program development and evaluation postsecondary career counselling and womens career development drlalande is a registered psychologist who provides training and supervision in these areas;19;22;0
4323; one area of current work involves timeresolved laser spectroscopic studies of protein dynamics associated with protein unfolding and misfolding as is involved in the amyloidoses alzheimers and parkinsons diseases he is also working on the nature of protein reorganizational dynamics associated with electron transfer as in photosynthesis and in redox proteins using timeresolved fluorescence and femtosecond vibrational coherence techniques;19;19;1
4326; his work in photography for a number of years has focused on the individual and the crowd while his work in sculpture defines space and location as it evokes place;19;20;0
4327; she received her phd from auburn university her research has appeared or been accepted in mis quarterly information systems research communications of the acm decision support systems journal of strategic information systems international journal of production economics international journal of medical informatics and others her research interests include the strategic management of information technology it governance and healthcare information systems she serves as an ae for communications of the ais;19;19;1
4329; scripps school of journalism ohio university where he also serves as the director of tutorial studies in journalism he is coeditor or author of six books and several extended research reports in the areas of media ethics communication research online journalism and philosophy he has published over 50 articles in scholarly books and journals debatin teaches online journalism media ethics and other conceptually and theoretically oriented courses on mass communication in the school of journalism;19;19;1
4359; his first book aimee semple mcpherson and the resurrection of christian america published in 2007 won the thomas j wilson memorial prize from harvard university press awarded annually to the best book in any discipline by a firsttime author his current book project tentatively entitled american evangelicals and the politics of apocalypse examines the relationships among american evangelicalism apocalyptic thought and political activism during times of national crisis and war;19;19;1
4363; her research interests include the civil war abraham lincoln 19th century us history political social and military history war and society and the american presidency before becoming an academic jennifer was a journalist and political aide in her native california;19;19;1
4370; a scholarship in her name signifies her commitment to her students and the field of psychology additional criteria psychology major fulltime student at junior standing or later;19;22;0
4376; he is interested in plasma waves and particle energization in astrophysical an heliospheric plasmas in particular in situ observations of magnetic reconnection collisionless shocks and radio emission and nonlinear plasma processes;19;19;1
4384; she returned to her hometown and joined the faculty at psu in the fall of 2011 after several years at the university of massachusetts at lowell her research interests include early women authors writing and technology visual rhetoric and comic art and her book lynda barry girlhood through the looking glass was published by the university press of mississippi in march 2012 november 16th she will be presening her new book lynda barry girlhood through the looking glass at the portland center for public humanities;19;19;1
4387; his research examines the ways that large scale technologies act as social infrastructures the pathways through which global economic imperatives reconstitute local natural and social ecologies;19;19;1
4388; he has conducted numerous observational epidemiological studies in new york city and other us cities his current investigations include development of nearreal time models to determine the impacts of weather and air pollution on respiratory and cardiovascular outcomes identification of chemical components of ambient particulate matter associated with cardiovascular and respiratory outcomes multicity study of multiple air pollution effects on cardiovascular and respiratory mortality and morbidity the role of trafficrelated air pollution on respiratory and cardiovascular outcomes and characterization of spatial and temporal distributions of air pollutants in urban environments to identify sources that are particularly harmful michael kleeman;19;19;1
4391; her primary research interests include examining adolescents relationships with their siblings and parents and how these experiences are associated with their development dr tucker received her phd in human development and family studies from the pennsylvania state university and joined the faculty at the university of new hampshire in 2000 dr tucker was recently awarded the class of 1940 professorship that recognizes outstanding interdisciplinary research and teaching dr tucker is currently on the editorial board of family relations journal of research on adolescence and journal of youth and adolescence and reviews for several journals she teaches courses on family relations parenting adolescent development and research methods;19;19;1
4416; he holds a phd in cultural anthropology and his areas of inerestexpertise are ecological anthropology history theory of anthropology anthropology of religion central asia afghanistan and easter island contact details;19;19;1
4423; he has been teaching at the university since 1979 he is a fivetime recipient of the universitys distinguished educator award and he was named most feared professor in april 2005 by seniors at the business school fall 2005 issue of the richmond alumni magazine  2005 richmond alumni magazine reprinted with permission;19;19;1
4431; she received her doctorate in school psychology from syracuse university and recently became certified as a behavior analyst dr codding has over 30 publications and was the 2010 corecipient of apa division 16s lighter witmer early career scholar award for her research on assessment and intervention in the area of mathematics dr codding has provided over 50 local and national presentations and workshops related to interventions and multitiered service delivery she currently serves as an associate editor for the journal of school psychology and is on the editorial board of school psychology quarterly school psychology review and journal of behavioral education dr codding also has experience as a behavioral and educational consultant through her work with the may institute;19;19;1
4437; she teaches courses in composition world literature the short story and novel and american literature her teaching and research interests include latinao literature from the 19th century to the present ethnic american literature modern and contemporary american literature transnational literature and studies as well as issues of migration and diaspora she received her phd from the university of massachusetts amherst in her dissertation she examines how the work of four puerto rican poets demonstrates a poetics of resistance and enacts social justice she has presented her work at the american literature association conference and the melus conference her nonacademic interests include swimming hiking with her dog skiing and making pottery;19;19;1
4447; rabrenovic teaches organizational urban and community and family courses at northeastern university her research interests are oriented toward comparative crosscultural social analysis in the areas of urban sociology social stratification and voluntary and nonprofit organizations she is currently studying the restructuring of the public sector using examples of boston universitys management of the chelsea public school system and the new charter school policy her book community builders neighborhood mobilization and the politics of urban change was published in 1996;19;19;1
4448; he received his phd in civil engineering from nc state university and is a licensed professional engineer with a previous practice as an environmental engineer he has engineering experience in the areas of environmental assessment and site remediation;19;19;1
4449; his research and pedagogical focus is architectural design building technologies and design research entrepreneurship he was the associate dean of academic and faculty affairs for the northeastern college of arts media and design and intermittently the interim director of the school of architecture additionally he was the inaugural director of the school of architecture berlin semester abroad he has also held teaching positions at harvard university dartmouth college and the pennsylvania state university professor wiederspahn earned his bachelor of architecture from syracuse university and his master of architecture from the harvard university;19;24;0
4458; history at eastern mennonite university in harrisonburg va he has served as president of the middleatlantic american studies association and as a fulbright scholar at the university of zagreb croatia;19;19;1
4468; he is coeditor of working on screen representations of the working class in canadian cinema 2006 and author of the forthcoming book liberation and identity the arab national project in youssef chahines cinema;19;19;1
4472; myrowitzs research is focused on improving the safety and accuracy of corneal refractive surgery laser vision correction and on new developments in specialty contact lenses for patients with distorted corneas he has published over 17 peerreviewed articles and received funding for various clinical trials and research studies in addition dr myrowitz is the team optometrist for the baltimore orioles major and minor league teams;19;19;1
4480; he currently serves as the associate medical director of the medical intensive care unit at the university hospitalhe received his medical degree from indiana university his residency training in internal medicine was performed at the university of utah he subsequently trained in pulmonary medicine and critical care medicine the university of utah after training he joined the faculty of the university of utahhis research interests include quality improvement in the icu icu associated delirium pulmonary hypertension and autoimmune lung disease specifically lung disease associated with systemic sclerosis education history;19;11;0
4512; she has earned a phd degree at boston university where she studied bat assemblages in peninsular malaysia and has published more than 40 papers in peerreviewed journals and book she serves on the advisory boards of bat conservation international and lubee bat conservancy and served for three years on the board of the north american society for bat research she is a member of the iucn chiroptera specialist group and is an author of 87 se asian bat redlist accounts;19;19;1
4522; he received his ba in mathematics education from mercyhurst college in eric pennsylvania and his phd in mathematics from the university of south carolina;19;19;1
4525; he was previously an assistant professor at the university of pittsburgh school of law pennsylvania where he was selected as the buchanan ingersoll  rooney faculty scholar for 20132014 before that he was the legal advisor to the office of the principal defender in the special court for sierra leone;19;26;0
4531; he also serves as academic codirector of the swiss data science center before that he was an assistant professor of computer science at caltech he received his phd in computer science from carnegie mellon university 2008 and his diplom in computer science and mathematics from the technical university of munich germany 2004 he is a microsoft research faculty fellow received an erc starting investigator grant the deutscher mustererkennungspreis the okawa foundation research grant recognizing top young researchers in telecommunications as well as the eth golden owl teaching award his research on machine learning and adaptive systems has received awards at several premier conferences and journals;19;19;1
4536; since 2006 she has served as the program coordinator for the undergraduate science education programs she brings her experiences in secondary science teaching and science research to inform her teaching and program development while teaching at the undergraduate and graduate level she focuses on helping beginning teachers make science accessible for all students and study their own teaching practices;19;19;1
4539; she is the author of creole crossings domestic fiction and the reform of colonial slavery her research concerns 18th and 19th century fiction as well as gender studies postcolonial studies and the history of the family she has written broadly on sentimental novels victorian fiction world literature the history of psychology and performance of race and gender;19;19;1
4559; at the harvard medical school skarin works in the medical oncology and solid tumor oncology departments and focuses on thoracic cancer his medical degree is from the state university of new york at buffalo where he graduated in 1961 after graduation he continued his training in internal medicine at the millard fillmore teaching hospital located in buffalo dr skarin then completed a fellowship in hematology and oncology at boston city hospital from there he joined the brigham and womens hospital and the dana farber cancer institute in 1970 while there he was a clinical director of the hematology laboratory from 1970 to 1998 and medical director from 1975 to 2006;19;11;0
4562; she is also a member of the danafarberharvard cancer center breast cancer program and angiogenesis invasion and metastasis program affiliate member of the broad institute at massachusetts institute of technology and an affiliate member of the harvard stem cell institute the mcallister lab founded in july 2009 is located in the karp building at brigham  womens hospital boston ma;19;19;1
4566; she received her phd in anthropology from the university of chicago in 2003 her research interests cover africa and more specifically south africa cities space globalization political economy occult economies neoliberalism marxism anthropology of finance as well as questions of aesthetics including the literature and cinema of south africa makhulu is a contributor to producing african futures ritual and reproduction in a neoliberal age 2004 and new ethnographies of neoliberalism 2010 she is a coeditor of hard work hard times global volatility and african subjectivities 2010;19;19;1
4570; he attended medical school at albany medical college completed internal medicine training at strong memorial hospitaluniversity of rochester and completed gastroenterology fellowship training at the university of virginia dr decross is very involved with educational programs for medical students medical residents and gastroenterology fellows in addition to general gastroenterology his primary areas of interest and expertise are in inflammatory bowel diseases ibd including crohns disease and ulcerative colitis celiac disease and the specialized nutritional support of gastrointestinal disorders dr decross serves on several national committees of the american gastroenterological association primarily in the areas of medical education and training jonathan huang do;19;11;0
4571; he received his medical degree from the university of texassouthwestern medical school completed his internship and residency in internal medicine at rhode island hospital brown university in providence and completed his fellowship in gastroenterology at brigham and womens hospital in boston dr saubermann specializes in inflammatory bowel disease ibd with ongoing active clinical and basic research in the field he has a number of publications including original manuscripts book chapters and reviews he is a reviewer for many top journals and is a funded investigator with nih funding ashok n shah md;19;11;0
4585; he is the author of strange future pessimism and the 1992 los angeles riots 2005 and coeditor of the volume asian american studies a reader 2000 he has guestedited a special issue of the journal of asian american studies on the topic of asian americans and violence as well as serving as the journals book review editor he is also working on a new manuscript tentatively entitled asian american racial formations and the new left;19;19;1
4601; he served as a member of the national strength and conditioning associations research committee from 1999  2006 dr haff received the national strength and conditioning associations young investigator award in 2001;19;19;1
4619; his research interests focus on developing synthetic biology techniques photosynthetic microorganisms to enhance bioenergy production recent research has focused on developing genome editing tools for diatoms yeastbased dna assembly methods to clone prokaryotic and eukaryotic chromosomes and engineering cyanobacterial strains with improved hydrogen production capabilities before coming to jcvi phil was a postdoctoral researcher at the university of missouri  st louis where he studied hydrogen production in nitrogen fixing cyanobacteria phil earned his phd from the university of california davis in plant pathology;19;19;1
4626; she is interested in public management and sector distinctions and science and technology policy she is currently working on research investigating mentoring in public and nonprofit organizations rules and red tape within public organizations and across public and private organizations and mentoring in ste fields feeneys work on mentoring can be found in human relations review of public personnel administration journal of public administration research and theory administration  society and the international journal of learning and change feeney has also published in public performance  management review public integrity and research evaluation cv;19;19;1
4627; she teaches and conducts research in the areas of public management organizational theory and science and technology policy her current funded work addresses collaboration patterns and social networks in science outcomes of science and issues around career development and mentoring in stem fields she has conducted performancerelated work for the governments of mexico and latvia the american association for the advancement of science the national research council hud the states of alaska georgia rhode island and maine the city of atlanta and the atlanta urban league she previously was on the faculty of the university of illinois at chicago georgia state university and the university of alaska she earned her phd in public administration at the maxwell school at syracuse university in 1993;19;19;1
4643; his courses include environmental applications of gis remote sensing of the environment introduction to gis environmental issues and the automobile and its effects on american culture and environment his research applies spatial models of human and ecological systems to the study of environmental change in the wildlandurban interface with a focus on the western united states and the terai arc landscape in india;19;19;1
4686; she specializes in late modern and contemporary continental political and social theory her research examines the political and cultural construction of identity her current project examines the relationship between marriage and the liberal state;19;19;1
4687; he did his doctoral work in biomedical informatics at stanford focusing on computeraided interpretation of medical images including anatomic modeling visualization and computeraided diagnosis he is currently working on several major projects that focus on bringing a quantitative and principled approach to medical image analysis with the ultimate goal of integrating imagederived information with other biomedical information sources;19;19;1
4689; he is the coeditor of iraq war cultures peter lang 2011 and the author of watching slavery witness texts and travel reports peter lang 2008 lockard teaches early american literature early african american literature comparative ethnic literatures and social protest literature;19;19;1
4691; he holds a phd in government from the university of texas at austin prof dehart is author of uncovering the constitutions moral design published by the university of missouri press in 2007 and of the dangerous life natural justice and the rightful subversion of the state which appeared in the july 2006 edition of the journal polity in the summer of 2008 he was the recipient of an neh summer stipend for work on his current book project tentatively titled covenantal realism which argues for the incoherence of conventional social contract theory on the one hand and given human equality the necessity of consent for the legitimacy of governmental authority on the other hand;19;19;1
4705; dr franklin received his phd in clinical psychology from the university of rhode island he has devoted his career to the study of anxiety and bodyfocused repetitive behaviors such as chronic tic disorders and trichotillomania ttm in children and adults his clinical and research careers have centered on these disorders with a particular emphasis on developing and disseminating effective treatments dr franklin has published theoretical clinical and empirical papers and chapters as well as treatment manuals;19;22;0
4711; previously he was a color specialist at the training division of xrite inc and a research scientist at the graphic arts technical foundation predecessor of the pia where he worked with richard warner on the first security printing conference;19;19;1
4729; his interests are focused on rhetoric and contemporary public affairs and the interdisciplinary theory and practice of deliberative democracy and collaborative governance the cpd serves as an impartial resource for the community dedicated to enhancing local democracy in northern colorado through improved public communication community problem solving and collaborative decisionmaking dr carcasson trains students to serve as impartial facilitators who then work with local governments school boards and community organizations to design facilitate and report on public forums on important issues dr carcassons research has been published in rhetoric  public affairs the international journal of conflict resolution and the quarterly journal of speech;19;19;1
4743; mott childrens hospital in ann arbor mi dr mohr is the medical director of the child protection team and boardcertified in both general pediatrics and child abuse pediatrics prior to her appointment at the university of michigan dr mohr was the comedical director of the university of florida cms child protection team from 20012007 she will be presenting on the department of human services contract with devos childrens hospital at spectrum health in grand rapids and the university of michigan to ensure access to a statewide medical resource system mrs was established to extend access to forensic medicine services to cps workers and medical professionals statewide dr mohr works with the medical resource system as part of her duties at the university of michigan;19;11;0
4744; he holds a phd from the university of exeters institute of arab and islamic studies where he completed a dissertation on the international dimensions of algerias civil conflict of the 1990s he is coeditor of the postconflict environment university of michigan press 2014 and coauthor of western sahara war nationalism and conflict irresolution syracuse university press 2010 his monograph imaginative geographies of algerian violence conflict science conflict management antipolitics will be published by stanford university press in 2015;19;19;1
4749; he teaches courses in new media theory writing for digital media cultural studies and humanities his research and teaching interests include epic poetry science fiction technoculture and modernism jerry is a geek runner cyclist audiophile world traveler pizza maker mini driver exmotorcyclist cat owner and husband;19;19;1
4755; carey school of business in january shell be teaching a course on the essentials of marketing for the center for executive and professional development;19;19;1
4757; in 2011 professor dervan was appointed to the advisory committee of the nacdl white collar criminal defense college at stetson he also serves as a faculty member at the program the nacdl white collar criminal defense college at stetson is an annual multiday training for practitioners in the field of white collar criminal defense students at the college learn key advocacy skills and substantive white collar law during the program;19;19;1
4773; she received her phd in computer information systems and her ms in information management from arizona state university her mba from arizona state university west and her bs in mechanical engineering from the university of california at irvine prior to her doctoral studies she was employed for nine years as a research and development engineer her current research focuses on how to organize and maintain webbased content so that it can be used to better meet business and special education needs her work has been published in numerous journals such as mis quarterly the international journal of electronic commerce ieee transactions on systems man and cybernetics communications of the acm and decision support systems;19;19;1
4778; she has conducted research on organizations and work in particular on issues of gender and race inequality at work the glass ceiling employment discrimination and sex segregation she is part of a working group at the clayman institute for gender research at stanford university investigating ways to redefine work;19;19;1
4782; her research interests include evidencebased decision making performance accountability in higher education and the role of state and federal policy in postsecondary education reform particularly in community colleges she currently teaches qualitative research courses and issues in school governance prior to her employment at rowan university she worked as a research associate at the community college research center at teachers college columbia university for eight years she also worked as an administrator at colleges in the northeast and as a corporate consultant for 10 years she received her doctorate from teachers college columbia university in higher and postsecondary education;19;19;1
